analysis_id,source,source_type,analyst,source_date,adp_basis,season,position,adp_position_rank,player_name_source,player_name_normalized,nfl_team,factor,factor_group,factor_kind,league_average_reference,response,color,color_points,counts_toward_score,extraction_confidence,extraction_method
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,1,Jahmyr Gibbs,Jahmyr Gibbs,,Efficiency (Yards per Touch),situational,binary_vs_avg,5.82,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,1,Jahmyr Gibbs,Jahmyr Gibbs,,Archetype,classification,archetype,N/A,Prime Multi Time RB1,purple,0,N,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,1,Jahmyr Gibbs,Jahmyr Gibbs,,Age & Injury,classification,injury,MC/SC/C,Minimal Concerns,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Carries,volume,binary_vs_avg,293.79,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Targets,volume,binary_vs_avg,92.49,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Receptions,volume,binary_vs_avg,72.22,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Total Touches,volume,binary_vs_avg,365.90,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Touchdowns,volume,binary_vs_avg,16.73,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Offensive Rank in PPG,situational,binary_vs_avg,9.50,?,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,PFF Run Blocking Grade,situational,binary_vs_avg,9.88,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Teams Wins,situational,binary_vs_avg,9.85,?,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Age,situational,binary_vs_avg,24.94,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Efficiency (Yards per Carry),situational,binary_vs_avg,4.89,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Efficiency (Yards per Touch),situational,binary_vs_avg,5.82,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Archetype,classification,archetype,N/A,Prime Multi Time RB1,purple,0,N,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,2,Bijan Robinson,Bijan Robinson,,Age & Injury,classification,injury,MC/SC/C,Minimal Concerns,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Carries,volume,binary_vs_avg,293.79,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Targets,volume,binary_vs_avg,92.49,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Receptions,volume,binary_vs_avg,72.22,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Total Touches,volume,binary_vs_avg,365.90,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Touchdowns,volume,binary_vs_avg,16.73,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Offensive Rank in PPG,situational,binary_vs_avg,9.50,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,PFF Run Blocking Grade,situational,binary_vs_avg,9.88,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Teams Wins,situational,binary_vs_avg,9.85,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Age,situational,binary_vs_avg,24.94,No,red,-3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Efficiency (Yards per Carry),situational,binary_vs_avg,4.89,No,red,-3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Efficiency (Yards per Touch),situational,binary_vs_avg,5.82,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Archetype,classification,archetype,N/A,Trusty Veteran,red,-3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,3,Christian McCaffrey,Christian McCaffrey,,Age & Injury,classification,injury,MC/SC/C,Concerned,red,-3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Carries,volume,binary_vs_avg,293.79,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Targets,volume,binary_vs_avg,92.49,No,red,-3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Receptions,volume,binary_vs_avg,72.22,No,red,-3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Total Touches,volume,binary_vs_avg,365.90,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Touchdowns,volume,binary_vs_avg,16.73,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Offensive Rank in PPG,situational,binary_vs_avg,9.50,?,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,PFF Run Blocking Grade,situational,binary_vs_avg,9.88,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Teams Wins,situational,binary_vs_avg,9.85,?,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Age,situational,binary_vs_avg,24.94,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Efficiency (Yards per Carry),situational,binary_vs_avg,4.89,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Efficiency (Yards per Touch),situational,binary_vs_avg,5.82,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Archetype,classification,archetype,N/A,Trusty Veteran,red,-3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,4,Jonathan Taylor,Jonathan Taylor,,Age & Injury,classification,injury,MC/SC/C,Some Concern,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Carries,volume,binary_vs_avg,293.79,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Targets,volume,binary_vs_avg,92.49,?,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Receptions,volume,binary_vs_avg,72.22,?,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Total Touches,volume,binary_vs_avg,365.90,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Touchdowns,volume,binary_vs_avg,16.73,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Offensive Rank in PPG,situational,binary_vs_avg,9.50,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,PFF Run Blocking Grade,situational,binary_vs_avg,9.88,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Teams Wins,situational,binary_vs_avg,9.85,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Age,situational,binary_vs_avg,24.94,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Efficiency (Yards per Carry),situational,binary_vs_avg,4.89,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Efficiency (Yards per Touch),situational,binary_vs_avg,5.82,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Archetype,classification,archetype,N/A,Prime Multi Time RB1,purple,0,N,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,5,James Cook,James Cook,,Age & Injury,classification,injury,MC/SC/C,Minimal Concerns,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,6,Ashton Jeanty,Ashton Jeanty,,Carries,volume,binary_vs_avg,293.79,Yes,green,5,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,6,Ashton Jeanty,Ashton Jeanty,,Targets,volume,binary_vs_avg,92.49,?,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,6,Ashton Jeanty,Ashton Jeanty,,Receptions,volume,binary_vs_avg,72.22,?,orange,-1,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
RB_FACTOR_GRID_2026,"Analyst colour-coded RB factor grid (screenshots, 10 images)",third_party_analyst_screenshot,UNKNOWN - owner to supply,UNKNOWN - owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,RB,6,Ashton Jeanty,Ashton Jeanty,,Total Touches,volume,binary_vs_avg,365.90,Yes,yellow,3,Y,high,"programmatic cell-fill sampling, validated vs published colour counts"
