analysis_id,season,position,adp_position_rank,player_name_normalized,player_name_source,nfl_team,archetype,injury_concern,factor_score,factor_score_rank,factor_score_normalized,adp_minus_score_rank,p_returned_on_adp,p_got_injured,p_boomed,p_busted,p_fine,prob_basis,prob_is_player_specific,caveat
WR_PLAYER_PRIORS_2026,2026,WR,11,Rashee Rice,Rashee Rice,,Breakout Candidate,Some Concern,24,17,0.6667,-6,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,12,DeVonta Smith,Devonta Smith,,Prime WR1,Minimal Concern,32,9,0.8148,3,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,13,Chris Olave,Chris Olave,,Prime WR1,Some Concern,18,21,0.5556,-8,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,14,Zay Flowers,Zay Flowers,,Prime WR1,Minimal Concern,30,12,0.7778,2,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,15,Malik Nabers,Malik Nabers,,Prime WR1,Concerned,26,14,0.7037,1,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,16,Emeka Egbuka,Emeka Egbuka,,Breakout Candidate,Minimal Concern,26,15,0.7037,1,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,17,Tee Higgins,Tee Higgins,,Prime WR1,Some Concern,20,19,0.5926,-2,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,18,Ladd McConkey,Ladd McConkey,,Breakout Candidate,Minimal Concern,28,13,0.7407,5,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,19,Tetairoa McMillan,Tetairoa McMillan,,Breakout Candidate,Minimal Concern,4,35,0.2963,-16,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,20,Garrett Wilson,Garrett Wilson,,Prime WR1,Minimal Concern,20,20,0.5926,0,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,21,Jaylen Waddle,Jaylen Waddle,,Prime WR1,Some Concern,36,6,0.8889,15,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,22,Terry McLaurin,Terry McLaurin,,Trusty Veteran,Some Concern,10,29,0.4074,-7,0.2778,0.3056,0.0833,0.1667,0.25,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=36 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,23,Luther Burden III,Luther Burden,,Breakout Candidate,Minimal Concern,12,23,0.4444,0,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,24,Mike Evans,Mike Evans,,Trusty Veteran,Concerned,8,31,0.3704,-7,0.2778,0.3056,0.0833,0.1667,0.25,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=36 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,25,Davante Adams,Davante Adams,,Trusty Veteran,Some Concern,12,24,0.4444,1,0.2778,0.3056,0.0833,0.1667,0.25,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=36 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,26,Jameson Williams,Jameson Williams,,Prime WR2,Minimal Concern,12,25,0.4444,1,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,27,D.J. Moore,DJ Moore,,Trusty Veteran,Minimal Concern,12,26,0.4444,1,0.2778,0.3056,0.0833,0.1667,0.25,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=36 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,28,Christian Watson,Christian Watson,,Prime WR2,Some Concern,8,32,0.3704,-4,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,29,Carnell Tate,Carnell Tate,,Breakout Candidate,Minimal Concern,2,36,0.2593,-7,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,30,Rome Odunze,Rome Odunze,,Breakout Candidate,Some Concern,16,22,0.5185,8,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,31,Brian Thomas Jr.,Brian Thomas,,Prime WR1,Minimal Concern,24,18,0.6667,13,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,32,Jordyn Tyson,Jordyn Tyson,,Breakout Candidate,Some Concern,-2,41,0.1852,-9,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,33,Parker Washington,Parker Washington,,Breakout Candidate,Minimal Concern,-8,43,0.0741,-10,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,34,Marvin Harrison Jr.,Marvin Harrison,,Breakout Candidate,Minimal Concern,8,33,0.3704,1,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,35,Makai Lemon,Makai Lemon,,Breakout Candidate,Minimal Concern,8,34,0.3704,1,0.2727,0.1591,0.1818,0.2955,0.2727,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=44 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,36,Quentin Johnston,Quentin Johnston,,Prime WR2,Minimal Concern,12,27,0.4444,9,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,37,DK Metcalf,DK Metcalf,,Prime WR1,Minimal Concern,0,39,0.2222,-2,0.5352,0.1127,0.338,0.1268,0.2254,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=71 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,38,Alec Pierce,Alec Pierce,,Prime WR2,Concerned,-12,44,0.0,-6,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,39,Courtland Sutton,Courtland Sutton,,Trusty Veteran,Some Concern,2,37,0.2593,2,0.2778,0.3056,0.0833,0.1667,0.25,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=36 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,40,Jayden Reed,Jayden Reed,,Prime WR2,Some Concern,-12,45,0.0,-5,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,41,Jordan Addison,Jordan Addison,,Prime WR2,Minimal Concern,2,38,0.2593,3,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,42,Chris Godwin,Chris Godwin,,Trusty Veteran,Some Concern,0,40,0.2222,2,0.2778,0.3056,0.0833,0.1667,0.25,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=36 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,43,Josh Downs,Josh Downs,,Prime WR2,Minimal Concern,-6,42,0.1111,1,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,44,Michael Wilson,Michael Wilson,,Prime WR2,Minimal Concern,12,28,0.4444,16,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
WR_PLAYER_PRIORS_2026,2026,WR,45,Michael Pittman Jr.,Michael Pittman Jr.,,Prime WR2,Minimal Concern,10,30,0.4074,15,0.379,0.138,0.31,0.31,0.172,"archetype-level base rate, 2020+ top-36-WR ADP cohort (n=29 in this archetype)",N,"factor_score is an ordinal composite of colour-coded judgments, NOT fantasy points; do not blend with ppr_* columns"
