analysis_id,source,source_type,analyst,source_date,adp_basis,season,position,adp_position_rank,player_name_source,player_name_normalized,nfl_team,archetype,injury_concern,resp_targets,color_targets,resp_receptions,color_receptions,resp_touchdowns,color_touchdowns,resp_offensive_rank_in_ppg,color_offensive_rank_in_ppg,resp_quarterbacks_rank_in_pff_passing_grade,color_quarterbacks_rank_in_pff_passing_grade,resp_team_pass_attempts,color_team_pass_attempts,resp_highest_targeted_secondary_option,color_highest_targeted_secondary_option,resp_offensive_line_rank_in_pass_blocking,color_offensive_line_rank_in_pass_blocking,resp_rank_in_yards_per_route_run,color_rank_in_yards_per_route_run,resp_highest_pct_achieved_in_reception_perception,color_highest_pct_achieved_in_reception_perception,n_green,n_yellow,n_orange,n_red,n_cells,n_green_published,n_yellow_published,n_orange_published,n_red_published,factor_score_recomputed,factor_score_published,factor_score_matches_published,note,factor_score_rank,adp_minus_score_rank
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,11,Rashee Rice,Rashee Rice,,Breakout Candidate,Some Concern,Yes,yellow,Yes,yellow,Yes,yellow,Yes,yellow,Yes,green,Yes,yellow,More,red,Yes,yellow,Yes,yellow,Yes,yellow,1,8,2,1,12,1,8,2,1,24,24,Y,,17,-6
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,12,Devonta Smith,DeVonta Smith,,Prime WR1,Minimal Concern,Yes,yellow,Yes,yellow,Yes,yellow,Yes,yellow,?,orange,?,orange,Same,yellow,Yes,green,Yes,yellow,Yes,yellow,2,8,2,0,12,2,8,2,0,32,32,Y,,9,3
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,13,Chris Olave,Chris Olave,,Prime WR1,Some Concern,?,orange,?,orange,Yes,yellow,?,orange,?,orange,Yes,yellow,Same,yellow,Yes,yellow,Yes,yellow,Yes,yellow,1,6,5,0,12,1,6,5,0,18,18,Y,,21,-8
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,14,Zay Flowers,Zay Flowers,,Prime WR1,Minimal Concern,Yes,yellow,Yes,yellow,?,orange,Yes,yellow,Yes,green,?,orange,Less,green,?,orange,Yes,yellow,Yes,yellow,3,6,3,0,12,3,6,3,0,30,30,Y,,12,2
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,15,Malik Nabers,Malik Nabers,,Prime WR1,Concerned,Yes,yellow,Yes,yellow,Yes,yellow,?,orange,Yes,yellow,?,orange,Less,green,?,orange,Yes,green,Yes,green,4,4,3,1,12,4,4,3,1,26,26,Y,,14,1
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,16,Emeka Egbuka,Emeka Egbuka,,Breakout Candidate,Minimal Concern,Yes,yellow,Yes,yellow,Yes,yellow,Yes,yellow,Yes,yellow,Yes,yellow,Same,yellow,Yes,green,?,orange,?,orange,1,8,3,0,12,1,8,3,0,26,26,Y,,15,1
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,17,Tee Higgins,Tee Higgins,,Prime WR1,Some Concern,?,orange,?,orange,Yes,yellow,Yes,green,Yes,green,Yes,green,More,red,No,red,Yes,yellow,Yes,yellow,4,3,3,2,12,4,3,3,2,20,20,Y,,19,-2
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,18,Ladd McConkey,Ladd McConkey,,Breakout Candidate,Minimal Concern,?,orange,?,orange,Yes,yellow,Yes,green,Yes,green,Yes,yellow,Same,yellow,Yes,yellow,Yes,yellow,Yes,yellow,2,7,3,0,12,2,7,3,0,28,28,Y,,13,5
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,19,Tetairoa McMillan,Tetairoa McMillan,,Breakout Candidate,Minimal Concern,?,orange,?,orange,Yes,yellow,No,red,?,orange,No,red,Same,yellow,Yes,yellow,?,orange,Yes,yellow,0,5,5,2,12,0,5,5,2,4,4,Y,,35,-16
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,20,Garrett Wilson,Garrett Wilson,,Prime WR1,Minimal Concern,Yes,yellow,Yes,yellow,No,red,No,red,?,orange,?,orange,Same,yellow,Yes,yellow,Yes,yellow,Yes,green,2,6,2,2,12,2,6,2,2,20,20,Y,,20,0
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,21,Jaylen Waddle,Jaylen Waddle,,Prime WR1,Some Concern,Yes,yellow,Yes,yellow,Yes,yellow,Yes,green,Yes,yellow,Yes,green,Same,yellow,Yes,green,Yes,yellow,?,orange,4,6,2,0,12,4,6,2,0,36,36,Y,,6,15
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,22,Terry McLaurin,Terry McLaurin,,Trusty Veteran,Some Concern,Yes,yellow,Yes,yellow,Yes,yellow,?,orange,Yes,yellow,?,orange,Less,green,No,red,?,orange,Yes,yellow,1,5,4,2,12,1,5,4,2,10,10,Y,,29,-7
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,23,Luther Burden,Luther Burden III,,Breakout Candidate,Minimal Concern,?,orange,?,orange,?,orange,Yes,yellow,Yes,yellow,Yes,yellow,More,red,Yes,green,Yes,yellow,?,orange,1,5,5,1,12,1,5,5,1,12,12,Y,,23,0
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,24,Mike Evans,Mike Evans,,Trusty Veteran,Concerned,?,orange,?,orange,Yes,green,Yes,yellow,Yes,green,?,orange,Same,yellow,Yes,yellow,?,orange,?,orange,2,3,5,2,12,2,3,5,2,8,8,Y,,31,-7
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,25,Davante Adams,Davante Adams,,Trusty Veteran,Some Concern,?,orange,?,orange,Yes,green,Yes,green,Yes,green,Yes,green,More,red,Yes,yellow,?,orange,?,orange,4,1,5,2,12,4,1,5,2,12,12,Y,,24,1
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,26,Jameson Williams,Jameson Williams,,Prime WR2,Minimal Concern,No,red,No,red,Yes,yellow,Yes,green,Yes,green,Yes,yellow,More,red,Yes,yellow,?,orange,No,red,2,5,1,4,12,2,5,1,4,12,12,Y,,25,1
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,27,DJ Moore,D.J. Moore,,Trusty Veteran,Minimal Concern,No,red,No,red,Yes,yellow,Yes,green,Yes,green,Yes,yellow,Same,yellow,Yes,green,No,red,No,red,3,4,0,5,12,3,4,0,5,12,12,Y,,26,1
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,28,Christian Watson,Christian Watson,,Prime WR2,Some Concern,?,orange,?,orange,Yes,yellow,Yes,yellow,Yes,yellow,?,orange,Same,yellow,No,red,Yes,yellow,No,red,0,6,4,2,12,0,7,4,2,8,11,N,Published yellow count (7) exceeds the 12 graded cells in the grid; grid yields 6 yellows and a score of 8. Analyst arithmetic error.,32,-4
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,29,Carnell Tate,Carnell Tate,,Breakout Candidate,Minimal Concern,?,orange,?,orange,Yes,yellow,?,orange,?,orange,Yes,yellow,Same,yellow,No,red,?,orange,?,orange,0,4,7,1,12,0,4,7,1,2,2,Y,,36,-7
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,30,Rome Odunze,Rome Odunze,,Breakout Candidate,Some Concern,?,orange,?,orange,Yes,yellow,Yes,yellow,Yes,yellow,Yes,yellow,More,red,Yes,green,Yes,yellow,Yes,yellow,1,6,4,1,12,1,6,4,1,16,16,Y,,22,8
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,31,Brian Thomas,Brian Thomas Jr.,,Prime WR1,Minimal Concern,Yes,yellow,?,orange,Yes,yellow,Yes,yellow,Yes,yellow,Yes,yellow,More,red,?,orange,Yes,yellow,Yes,yellow,1,8,2,1,12,1,8,2,1,24,24,Y,,18,13
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,32,Jordyn Tyson,Jordyn Tyson,,Breakout Candidate,Some Concern,No,red,No,red,Yes,yellow,?,orange,?,orange,Yes,yellow,More,red,?,orange,Yes,yellow,Yes,yellow,0,4,5,3,12,0,4,5,3,-2,-2,Y,,41,-9
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,33,Parker Washington,Parker Washington,,Breakout Candidate,Minimal Concern,No,red,No,red,No,red,Yes,yellow,Yes,yellow,Yes,yellow,More,red,?,orange,No,red,No,red,0,4,2,6,12,0,4,2,6,-8,-8,Y,,43,-10
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,34,Marvin Harrison,Marvin Harrison Jr.,,Breakout Candidate,Minimal Concern,?,orange,?,orange,Yes,yellow,?,orange,No,red,Yes,green,Same,yellow,?,orange,?,orange,Yes,yellow,1,4,6,1,12,1,4,6,1,8,8,Y,,33,1
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,35,Makai Lemon,Makai Lemon,,Breakout Candidate,Minimal Concern,No,red,No,red,?,orange,Yes,yellow,Yes,yellow,Yes,yellow,More,red,Yes,green,?,orange,Yes,yellow,1,5,3,3,12,1,5,3,3,8,8,Y,,34,1
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,36,Quentin Johnston,Quentin Johnston,,Prime WR2,Minimal Concern,No,red,No,red,Yes,yellow,Yes,green,Yes,green,Yes,yellow,More,red,Yes,yellow,?,orange,No,red,2,5,1,4,12,2,5,1,4,12,12,Y,,27,9
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,37,DK Metcalf,DK Metcalf,,Prime WR1,Minimal Concern,No,red,No,red,Yes,yellow,?,orange,Yes,yellow,Yes,yellow,More,red,?,orange,No,red,No,red,1,4,2,5,12,1,4,2,5,0,0,Y,,39,-2
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,38,Alec Pierce,Alec Pierce,,Prime WR2,Concerned,No,red,No,red,Yes,yellow,?,orange,?,orange,No,red,More,red,Yes,yellow,?,orange,No,red,0,3,3,6,12,0,3,3,6,-12,-12,Y,,44,-6
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,39,Courtland Sutton,Courtland Sutton,,Trusty Veteran,Some Concern,No,red,No,red,Yes,yellow,Yes,green,Yes,yellow,Yes,green,More,red,Yes,green,No,red,No,red,3,2,1,6,12,3,2,1,6,2,2,Y,,37,2
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,40,Jayden Reed,Jayden Reed,,Prime WR2,Some Concern,No,red,No,red,No,red,Yes,yellow,Yes,yellow,?,orange,More,red,No,red,No,red,?,orange,0,3,3,6,12,0,3,3,6,-12,-12,Y,,45,-5
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,41,Jordan Addison,Jordan Addison,,Prime WR2,Minimal Concern,No,red,No,red,Yes,yellow,Yes,yellow,?,orange,Yes,yellow,More,red,Yes,yellow,No,red,No,red,0,6,1,5,12,0,6,1,5,2,2,Y,,38,3
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,42,Chris Godwin,Chris Godwin,,Trusty Veteran,Some Concern,?,orange,?,orange,No,red,Yes,yellow,Yes,yellow,Yes,yellow,More,red,Yes,green,?,orange,?,orange,1,3,5,3,12,1,3,5,3,0,0,Y,,40,2
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,43,Josh Downs,Josh Downs,,Prime WR2,Minimal Concern,No,red,No,red,No,red,?,orange,?,orange,No,red,More,red,Yes,yellow,?,orange,Yes,yellow,0,4,3,5,12,0,4,3,5,-6,-6,Y,,42,1
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,44,Michael Wilson,Michael Wilson,,Prime WR2,Minimal Concern,No,red,No,red,Yes,yellow,?,orange,No,red,Yes,green,Same,yellow,?,orange,Yes,yellow,Yes,yellow,1,6,2,3,12,1,6,2,3,12,12,Y,,28,16
WR_FACTOR_GRID_2026,"Analyst colour-coded WR factor grid (screenshots, 8 images)",third_party_analyst_screenshot,UNKNOWN — owner to supply,UNKNOWN — owner to supply,"Underdog Fantasy ADP (best-ball), 2026",2026,WR,45,Michael Pittman Jr.,Michael Pittman Jr.,,Prime WR2,Minimal Concern,?,orange,?,orange,No,red,?,orange,Yes,yellow,Yes,yellow,Same,yellow,?,orange,?,orange,Yes,yellow,0,6,5,1,12,0,6,5,1,10,10,Y,,30,15
